mechanism,missing_rate,imputer,mean_rmse,med_rmse,ac_time,it_time,memory
S1,30,HAT-PH_d_07-t_1000-mi_11000,16.85,8.0,321.88,0.0009,2337.81
S1,30,HAT-PH_d_07-t_1000-mi_12000,15.52,8.0,339.5,0.0009,2370.64
S1,30,HAT-PH_d_08-t_900-mi_11000,15.11,8.0,329.53,0.0009,2340.34
S1,30,HAT-PH_d_08-t_900-mi_12000,15.43,8.0,320.11,0.0009,2364.67
S1,30,HAT-PH_d_08-t_1000-mi_11000,13.5,8.0,305.42,0.0008,2386.14
S1,30,HAT-PH_d_08-t_1000-mi_12000,15.19,9.0,324.5,0.0009,2344.46
S1,30,HAT-PH_d_09-t_900-mi_11000,16.35,9.0,309.18,0.0008,2330.71
S1,30,HAT-PH_d_09-t_900-mi_12000,14.53,8.0,335.29,0.0009,2373.21
S1,30,HAT-PH_d_09-t_1000-mi_11000,14.47,8.0,324.39,0.0009,2355.2
S1,30,HAT-PH_d_09-t_1000-mi_12000,16.32,8.0,311.42,0.0008,2348.26
S1,30,HAT-PH_d_07-t_900-mi_11000,15.33,8.0,326.71,0.0009,2338.25
S1,30,HAT-PH_d_07-t_900-mi_12000,15.74,9.0,296.06,0.0008,2341.91
S1,30,HAT-PH_d_07-t_1000-mi_11000,16.85,8.0,321.88,0.0009,2337.81
S1,30,HAT-PH_d_07-t_1000-mi_12000,15.52,8.0,339.5,0.0009,2370.64
S1,30,HAT-PH_d_08-t_900-mi_11000,15.11,8.0,329.53,0.0009,2340.34
S1,30,HAT-PH_d_08-t_900-mi_12000,15.43,8.0,320.11,0.0009,2364.67
S1,30,HAT-PH_d_08-t_1000-mi_11000,13.5,8.0,305.42,0.0008,2386.14
S1,30,HAT-PH_d_08-t_1000-mi_12000,15.19,9.0,324.5,0.0009,2344.46
S1,30,HAT-PH_d_09-t_900-mi_11000,16.35,9.0,309.18,0.0008,2330.71
S1,30,HAT-PH_d_09-t_900-mi_12000,14.53,8.0,335.29,0.0009,2373.21
S1,30,HAT-PH_d_09-t_1000-mi_11000,14.47,8.0,324.39,0.0009,2355.2
S1,30,HAT-PH_d_09-t_1000-mi_12000,16.32,8.0,311.42,0.0008,2348.26
S2,30,HAT-PH_d_07-t_900-mi_11000,17.9,13.0,324.02,0.0009,2344.31
S2,30,HAT-PH_d_07-t_900-mi_12000,18.86,13.0,315.16,0.0008,2340.0
S2,30,HAT-PH_d_07-t_1000-mi_11000,17.37,12.0,338.32,0.0009,2342.13
S2,30,HAT-PH_d_07-t_1000-mi_12000,17.18,12.0,320.37,0.0009,2348.7
S2,30,HAT-PH_d_08-t_900-mi_11000,17.79,12.0,283.97,0.0008,2361.41
S2,30,HAT-PH_d_08-t_900-mi_12000,17.25,12.0,336.92,0.0009,2341.92
S2,30,HAT-PH_d_08-t_1000-mi_11000,17.69,12.0,319.67,0.0009,2339.65
S2,30,HAT-PH_d_08-t_1000-mi_12000,19.4,13.0,328.32,0.0009,2370.88
S2,30,HAT-PH_d_09-t_900-mi_11000,16.05,13.0,300.81,0.0008,2347.9
S2,30,HAT-PH_d_09-t_900-mi_12000,20.49,13.0,331.73,0.0009,2343.64
S2,30,HAT-PH_d_09-t_1000-mi_11000,16.46,13.0,317.75,0.0009,2347.22
S2,30,HAT-PH_d_09-t_1000-mi_12000,20.05,12.0,307.87,0.0008,2335.68
S1,30,HAT-PH_d_07-t_900-mi_11000,15.33,8.0,326.71,0.0009,2338.25
S1,30,HAT-PH_d_07-t_900-mi_12000,15.74,9.0,296.06,0.0008,2341.91
S1,30,HAT-PH_d_07-t_1000-mi_11000,16.85,8.0,321.88,0.0009,2337.81
S1,30,HAT-PH_d_07-t_1000-mi_12000,15.52,8.0,339.5,0.0009,2370.64
S1,30,HAT-PH_d_08-t_900-mi_11000,15.11,8.0,329.53,0.0009,2340.34
S1,30,HAT-PH_d_08-t_900-mi_12000,15.43,8.0,320.11,0.0009,2364.67
S1,30,HAT-PH_d_08-t_1000-mi_11000,13.5,8.0,305.42,0.0008,2386.14
S1,30,HAT-PH_d_08-t_1000-mi_12000,15.19,9.0,324.5,0.0009,2344.46
S1,30,HAT-PH_d_09-t_900-mi_11000,16.35,9.0,309.18,0.0008,2330.71
S1,30,HAT-PH_d_09-t_900-mi_12000,14.53,8.0,335.29,0.0009,2373.21
S1,30,HAT-PH_d_09-t_1000-mi_11000,14.47,8.0,324.39,0.0009,2355.2
S1,30,HAT-PH_d_09-t_1000-mi_12000,16.32,8.0,311.42,0.0008,2348.26
S2,30,HAT-PH_d_07-t_900-mi_11000,17.9,13.0,324.02,0.0009,2344.31
S2,30,HAT-PH_d_07-t_900-mi_12000,18.86,13.0,315.16,0.0008,2340.0
S2,30,HAT-PH_d_07-t_1000-mi_11000,17.37,12.0,338.32,0.0009,2342.13
S2,30,HAT-PH_d_07-t_1000-mi_12000,17.18,12.0,320.37,0.0009,2348.7
S2,30,HAT-PH_d_08-t_900-mi_11000,17.79,12.0,283.97,0.0008,2361.41
S2,30,HAT-PH_d_08-t_900-mi_12000,17.25,12.0,336.92,0.0009,2341.92
S2,30,HAT-PH_d_08-t_1000-mi_11000,17.69,12.0,319.67,0.0009,2339.65
S2,30,HAT-PH_d_08-t_1000-mi_12000,19.4,13.0,328.32,0.0009,2370.88
S2,30,HAT-PH_d_09-t_900-mi_11000,16.05,13.0,300.81,0.0008,2347.9
S2,30,HAT-PH_d_09-t_900-mi_12000,20.49,13.0,331.73,0.0009,2343.64
S2,30,HAT-PH_d_09-t_1000-mi_11000,16.46,13.0,317.75,0.0009,2347.22
S2,30,HAT-PH_d_09-t_1000-mi_12000,20.05,12.0,307.87,0.0008,2335.68
S3,30,HAT-PH_d_07-t_900-mi_11000,22.14,15.0,315.3,0.0008,2356.58
S3,30,HAT-PH_d_07-t_900-mi_12000,19.95,16.0,320.39,0.0009,2367.46
S3,30,HAT-PH_d_07-t_1000-mi_11000,20.39,16.0,310.03,0.0008,2378.71
S3,30,HAT-PH_d_07-t_1000-mi_12000,18.04,14.0,337.5,0.0009,2410.65
S3,30,HAT-PH_d_08-t_900-mi_11000,20.52,16.0,318.47,0.0009,2343.19
S3,30,HAT-PH_d_08-t_900-mi_12000,18.5,13.0,332.35,0.0009,2378.74
S3,30,HAT-PH_d_08-t_1000-mi_11000,17.52,14.0,321.01,0.0009,2378.26
S3,30,HAT-PH_d_08-t_1000-mi_12000,21.73,15.0,340.02,0.0009,2355.05
S3,30,HAT-PH_d_09-t_900-mi_11000,22.98,17.0,331.76,0.0009,2363.73
S3,30,HAT-PH_d_09-t_900-mi_12000,18.48,14.0,340.18,0.0009,2401.35
S3,30,HAT-PH_d_09-t_1000-mi_11000,24.22,17.0,340.38,0.0009,2355.1
S3,30,HAT-PH_d_09-t_1000-mi_12000,20.24,15.0,335.14,0.0009,2390.68
S1,30,HAT-PH_d_05-t_1200-mi_11000,15.14,8.0,295.78,0.0008,2355.86
S1,30,HAT-PH_d_05-t_1200-mi_12000,16.19,9.0,331.73,0.0009,2340.1
S1,30,HAT-PH_d_05-t_1500-mi_11000,14.02,8.0,308.93,0.0008,2362.52
S1,30,HAT-PH_d_05-t_1500-mi_12000,16.05,8.0,290.75,0.0008,2348.58
S1,30,HAT-PH_d_08-t_1200-mi_11000,16.37,8.0,323.17,0.0009,2367.11
S1,30,HAT-PH_d_08-t_1200-mi_12000,14.19,8.0,298.81,0.0008,2334.93
S1,30,HAT-PH_d_08-t_1500-mi_11000,18.05,8.0,328.84,0.0009,2367.13
S1,30,HAT-PH_d_08-t_1500-mi_12000,15.25,8.0,334.68,0.0009,2345.91
S1,30,HAT-PH_d_1-t_1200-mi_11000,15.92,8.0,262.96,0.0007,2345.04
S1,30,HAT-PH_d_1-t_1200-mi_12000,14.49,8.0,315.9,0.0009,2359.58
S1,30,HAT-PH_d_1-t_1500-mi_11000,16.63,9.0,335.04,0.0009,2351.99
S1,30,HAT-PH_d_1-t_1500-mi_12000,14.59,8.0,298.86,0.0008,2382.39
S1,30,HAT-PH_d_05-t_1200-mi_11000,15.14,8.0,295.78,0.0008,2355.86
S1,30,HAT-PH_d_05-t_1200-mi_12000,16.19,9.0,331.73,0.0009,2340.1
S1,30,HAT-PH_d_05-t_1500-mi_11000,14.02,8.0,308.93,0.0008,2362.52
S1,30,HAT-PH_d_05-t_1500-mi_12000,16.05,8.0,290.75,0.0008,2348.58
S1,30,HAT-PH_d_08-t_1200-mi_11000,16.37,8.0,323.17,0.0009,2367.11
S1,30,HAT-PH_d_08-t_1200-mi_12000,14.19,8.0,298.81,0.0008,2334.93
S1,30,HAT-PH_d_08-t_1500-mi_11000,18.05,8.0,328.84,0.0009,2367.13
S1,30,HAT-PH_d_08-t_1500-mi_12000,15.25,8.0,334.68,0.0009,2345.91
S1,30,HAT-PH_d_1-t_1200-mi_11000,15.92,8.0,262.96,0.0007,2345.04
S1,30,HAT-PH_d_1-t_1200-mi_12000,14.49,8.0,315.9,0.0009,2359.58
S1,30,HAT-PH_d_1-t_1500-mi_11000,16.63,9.0,335.04,0.0009,2351.99
S1,30,HAT-PH_d_1-t_1500-mi_12000,14.59,8.0,298.86,0.0008,2382.39
S2,30,HAT-PH_d_05-t_1200-mi_11000,17.79,12.0,313.87,0.0008,2379.56
S2,30,HAT-PH_d_05-t_1200-mi_12000,19.08,12.0,337.8,0.0009,2388.53
S2,30,HAT-PH_d_05-t_1500-mi_11000,16.95,12.0,328.7,0.0009,2357.99
S2,30,HAT-PH_d_05-t_1500-mi_12000,18.32,13.0,346.43,0.0009,2346.97
S2,30,HAT-PH_d_08-t_1200-mi_11000,19.61,13.0,313.86,0.0008,2350.55
S2,30,HAT-PH_d_08-t_1200-mi_12000,19.41,15.0,303.68,0.0008,2342.75
S2,30,HAT-PH_d_08-t_1500-mi_11000,16.6,13.0,323.31,0.0009,2376.13
S2,30,HAT-PH_d_08-t_1500-mi_12000,18.54,14.0,310.03,0.0008,2345.4
S2,30,HAT-PH_d_1-t_1200-mi_11000,21.03,14.0,305.51,0.0008,2336.73
S2,30,HAT-PH_d_1-t_1200-mi_12000,20.17,14.0,345.55,0.0009,2362.05
S2,30,HAT-PH_d_1-t_1500-mi_11000,20.26,14.0,297.95,0.0008,2337.32
S2,30,HAT-PH_d_1-t_1500-mi_12000,16.86,13.0,304.03,0.0008,2340.45
S1,30,HAT-PH_d_05-t_1200-mi_11000,15.14,8.0,295.78,0.0008,2355.86
S1,30,HAT-PH_d_05-t_1200-mi_12000,16.19,9.0,331.73,0.0009,2340.1
S1,30,HAT-PH_d_05-t_1500-mi_11000,14.02,8.0,308.93,0.0008,2362.52
S1,30,HAT-PH_d_05-t_1500-mi_12000,16.05,8.0,290.75,0.0008,2348.58
S1,30,HAT-PH_d_08-t_1200-mi_11000,16.37,8.0,323.17,0.0009,2367.11
S1,30,HAT-PH_d_08-t_1200-mi_12000,14.19,8.0,298.81,0.0008,2334.93
S1,30,HAT-PH_d_08-t_1500-mi_11000,18.05,8.0,328.84,0.0009,2367.13
S1,30,HAT-PH_d_08-t_1500-mi_12000,15.25,8.0,334.68,0.0009,2345.91
S1,30,HAT-PH_d_1-t_1200-mi_11000,15.92,8.0,262.96,0.0007,2345.04
S1,30,HAT-PH_d_1-t_1200-mi_12000,14.49,8.0,315.9,0.0009,2359.58
S1,30,HAT-PH_d_1-t_1500-mi_11000,16.63,9.0,335.04,0.0009,2351.99
S1,30,HAT-PH_d_1-t_1500-mi_12000,14.59,8.0,298.86,0.0008,2382.39
S2,30,HAT-PH_d_05-t_1200-mi_11000,17.79,12.0,313.87,0.0008,2379.56
S2,30,HAT-PH_d_05-t_1200-mi_12000,19.08,12.0,337.8,0.0009,2388.53
S2,30,HAT-PH_d_05-t_1500-mi_11000,16.95,12.0,328.7,0.0009,2357.99
S2,30,HAT-PH_d_05-t_1500-mi_12000,18.32,13.0,346.43,0.0009,2346.97
S2,30,HAT-PH_d_08-t_1200-mi_11000,19.61,13.0,313.86,0.0008,2350.55
S2,30,HAT-PH_d_08-t_1200-mi_12000,19.41,15.0,303.68,0.0008,2342.75
S2,30,HAT-PH_d_08-t_1500-mi_11000,16.6,13.0,323.31,0.0009,2376.13
S2,30,HAT-PH_d_08-t_1500-mi_12000,18.54,14.0,310.03,0.0008,2345.4
S2,30,HAT-PH_d_1-t_1200-mi_11000,21.03,14.0,305.51,0.0008,2336.73
S2,30,HAT-PH_d_1-t_1200-mi_12000,20.17,14.0,345.55,0.0009,2362.05
S2,30,HAT-PH_d_1-t_1500-mi_11000,20.26,14.0,297.95,0.0008,2337.32
S2,30,HAT-PH_d_1-t_1500-mi_12000,16.86,13.0,304.03,0.0008,2340.45
S3,30,HAT-PH_d_05-t_1200-mi_11000,22.09,17.0,334.32,0.0009,2377.35
S3,30,HAT-PH_d_05-t_1200-mi_12000,19.04,15.0,341.92,0.0009,2366.24
S3,30,HAT-PH_d_05-t_1500-mi_11000,20.36,15.0,341.15,0.0009,2374.03
S3,30,HAT-PH_d_05-t_1500-mi_12000,19.95,14.0,335.59,0.0009,2389.7
S3,30,HAT-PH_d_08-t_1200-mi_11000,18.59,15.0,316.28,0.0008,2355.13
S3,30,HAT-PH_d_08-t_1200-mi_12000,20.15,16.0,281.73,0.0008,2381.99
S3,30,HAT-PH_d_08-t_1500-mi_11000,20.72,14.0,301.2,0.0008,2353.88
S3,30,HAT-PH_d_08-t_1500-mi_12000,19.43,15.0,309.34,0.0008,2380.87
S3,30,HAT-PH_d_1-t_1200-mi_11000,20.67,16.0,328.78,0.0009,2339.86
S3,30,HAT-PH_d_1-t_1200-mi_12000,21.47,16.0,327.26,0.0009,2385.76
S3,30,HAT-PH_d_1-t_1500-mi_11000,21.44,15.0,284.97,0.0008,2354.23
S3,30,HAT-PH_d_1-t_1500-mi_12000,20.55,15.0,331.34,0.0009,2388.41
